C/Abaa;Abaa;V/Aru
S/Batetela Dibele;Secteur Batetela Dibele;T/Kole
S/Batetela-Lomela;Secteur Batetela-Lomela;T/Lomela
S/Baushi;Secteur Baushi;T/Sakania
S/Befumbo;Secteur Befumbo;T/Befale
S/Beia;Secteur Beia;T/Pangi
S/Bekalebwe;Secteur Bekalebwe;T/Lubao
S/Bekeni-Kondolole;Secteur Bekeni-Kondolole;T/Bafwasende
S/Belo;Secteur Belo;T/Idiofa
S/Bemili;Secteur Bemili;T/Bafwasende
S/Bena-Kamanya;Secteur Bena-Kamanya;T/Moba
S/Bena-Mamba;Secteur Bena-Mamba;T/Demba
S/Bena-Tshitolo;Secteur Bena-Tshitolo;T/Katanda
S/Benga;Secteur Benga;T/Kimvula
S/Beni;Secteur Beni;T/Beni
S/Beronge;Secteur Beronge;T/Kiri
S/Bianga;Secteur Bianga;T/Monkoto
S/Bili;Secteur Bili;T/Bosobolo
S/Bindu;Secteur Bindu;T/Kahemba
S/Bindungi;Secteur Bindungi;T/Masi-Manimba
S/Bitule;Secteur Bitule;T/Lubutu
S/Bodangabo;Secteur Bodangabo;T/Businga
S/Bokatola;Secteur Bokatola;T/Ingende
S/Boko;Secteur Boko;T/Mbanza-Ngungu
S/Bolia;Secteur Bolia;T/Inongo
S/Bolinga;Secteur Bolinga;T/Yahuma
S/Bolingo;Secteur Bolingo;T/Budjala
S/Bolomba;Secteur Bolomba;T/Bolomba
S/Bolua;Secteur Bolua;T/Boende
S/Boma-Bungu;Secteur Boma-Bungu;T/Moanda
S/Bomboma;Secteur Bomboma;T/Kungu
S/Bomenge;Secteur Bomenge;T/Basoko
S/Bongandanga;Secteur Bongandanga;T/Bongandanga
S/Bosobolo;Secteur Bosobolo;T/Bosobolo
S/Boso-Djanoa;Secteur Boso-Djanoa;T/Bongandanga
S/Bosoku;Secteur Bosoku;T/Yahuma
S/Boso-Melo;Secteur Boso-Melo;T/Bongandanga
S/Boso-Simba;Secteur Boso-Simba;T/Bongandanga
S/Bowase;Secteur Bowase;T/Gemena
S/Bukanda;Secteur Bukanda;T/Kipushi
S/Bukanga-Lonzo;Secteur Bukanga-Lonzo;T/Kenge
S/Bula-Naku;Secteur Bula-Naku;T/Tshela
S/Bulungu;Secteur Bulungu;T/Kazumba
S/Bulwem;Secteur Bulwem;T/Idiofa
S/Buma;Secteur Buma;T/Yahuma
S/Bundi;Secteur Bundi;T/Seke-Banza
S/Businga;Secteur Businga;T/Businga
S/Busira;Secteur Busira;T/Bolomba
S/Dibanda;Secteur Dibanda;T/Dibaya
S/Dibataie;Secteur Dibataie;T/Dibaya
S/Dinga;Secteur Dinga;T/Kenge
S/Diofwa;Secteur Diofwa;T/Demba
S/Djalo;Secteur Djalo;T/Katako-Kombe
S/Djamba;Secteur Djamba;T/Bomongo
S/Djera;Secteur Djera;T/Boende
S/Djolu;Secteur Djolu;T/Djolu
S/Dongo;Secteur Dongo;T/Kungu
S/Duale;Secteur Duale;T/Befale
S/Duali;Secteur Duali;T/Ingende
S/Dwe;Secteur Dwe;T/Bulungu
S/E.L.K. (Entre Lubi Kunduye);Secteur E.L.K. (Entre Lubi Kunduye);T/Lusambo
S/Ekonda;Secteur Ekonda;T/Bikoro
S/Elanga;Secteur Elanga;T/Bikoro
S/Eungu;Secteur Eungu;T/Ingende
S/Feshi-Maziamo;Secteur Feshi-Maziamo;T/Feshi
S/Fubu;Secteur Fubu;T/Lukula
S/Ganaketi;Secteur Ganaketi;T/Feshi
S/Gombalo;Secteur Gombalo;T/Basankusu
S/Gombari;Secteur Gombari;T/Watsa
S/Gombe-Matadi;Secteur Gombe-Matadi;T/Mbanza-Ngungu
S/Gombe-Sud;Secteur Gombe-Sud;T/Mbanza-Ngungu
S/Gungu;Secteur Gungu;T/Gungu
S/Ikama;Secteur Ikama;T/Pangi
S/Imbongo;Secteur Imbongo;T/Bulungu
S/Inongo;Secteur Inongo;T/Inongo
S/Isangila;Secteur Isangila;T/Seke-Banza
S/Itimbiri;Secteur Itimbiri;T/Bumba
S/Itombwe;Secteur Itombwe;T/Mwenga
S/Iye;Secteur Iye;T/Opala
S/Kabala;Secteur Kabala;T/Lupatapata
S/Kabalekese;Secteur Kabalekese;T/Luiza
S/Kabinda;Secteur Kabinda;T/Kabinda
S/Kafira;Secteur Kafira;T/Kasenga
S/Kafuba;Secteur Kafuba;T/Kazumba
S/Kakangayi;Secteur Kakangayi;T/Miabi
S/Kakongo;Secteur Kakongo;T/Lukula
S/Kalanganda;Secteur Kalanganda;T/Idiofa
S/Kalela;Secteur Kalela;T/Kabeya-Kamwanga
S/Kalunga;Secteur Kalunga;T/Luiza
S/Kamalondo;Secteur Kamalondo;T/Manono
S/Kamiji;Secteur Kamiji;T/Kamiji
S/Kamwandu;Secteur Kamwandu;T/Dibaya
S/Kanda-Kanda;Secteur Kanda-Kanda;T/Luilu
S/Kandale;Secteur Kandale;T/Gungu
S/Kanga;Secteur Kanga;T/Idiofa
S/Kangara;Secteur Kangara;T/Oshwe
S/Kapamay;Secteur Kapamay;T/Bukama
S/Kapia;Secteur Kapia;T/Idiofa
S/Karawa;Secteur Karawa;T/Businga
S/Kasadi-Sadi;Secteur Kasadi-Sadi;T/Kamonia
S/Kasai-Kabambaie;Secteur Kasai-Kabambaie;T/Kamonia
S/Kasai-Longatshimo;Secteur Kasai-Longatshimo;T/Kamonia
S/Kasai-Lunyeka;Secteur Kasai-Lunyeka;T/Kamonia
S/Kasangidi;Secteur Kasangidi;T/Dibaya
S/Kasangulu;Secteur Kasangulu;T/Kasangulu
S/Kashindi;Secteur Kashindi;T/Lusambo
S/Katoyi;Secteur Katoyi;T/Masisi
S/Kavula;Secteur Kavula;T/Kazumba
S/Kemba;Secteur Kemba;T/Kutu
S/Kembisa;Secteur Kembisa;T/Poko
S/Kenge;Secteur Kenge;T/Luozi
S/Kibali;Secteur Kibali;T/Watsa
S/Kibolo;Secteur Kibolo;T/Masi-Manimba
S/Kibunda;Secteur Kibunda;T/Kasongo-Lunda
S/Kidzweme;Secteur Kidzweme;T/Bagata
S/Kilamba;Secteur Kilamba;T/Gungu
S/Kilembe;Secteur Kilembe;T/Gungu
S/Kilongwandi (Mongwandi);Secteur Kilongwandi (Mongwandi);T/Aketi
S/Kilunda;Secteur Kilunda;T/Bulungu
S/Kimbanza;Secteur Kimbanza;T/Luozi
S/Kimpese;Secteur Kimpese;T/Songololo
S/Kimumba;Secteur Kimumba;T/Luozi
S/Kinda;Secteur Kinda;T/Kamina
S/Kingulu;Secteur Kingulu;T/Kasongo-Lunda
S/Kinkenge;Secteur Kinkenge;T/Luozi
S/Kinkosi (Luidi);Secteur Kinkosi (Luidi);T/Madimba
S/Kinzenga;Secteur Kinzenga;T/Masi-Manimba
S/Kinzenzengo;Secteur Kinzenzengo;T/Masi-Manimba
S/Kipuka;Secteur Kipuka;T/Bulungu
S/Kipuku;Secteur Kipuku;T/Idiofa
S/Kisamamba;Secteur Kisamamba;T/Kasenga
S/Kisengwa;Secteur Kisengwa;T/Lubao
S/Kisunzu;Secteur Kisunzu;T/Gungu
S/Kitoy;Secteur Kitoy;T/Masi-Manimba
S/Kivulu;Secteur Kivulu;T/Mbanza-Ngungu
S/Kivunda;Secteur Kivunda;T/Luozi
S/Kizamba;Secteur Kizamba;T/Kasongo-Lunda
S/Kobo (-Mosala);Secteur Kobo (-Mosala);T/Gungu
S/Kolokoso;Secteur Kolokoso;T/Kenge
S/Kondo;Secteur Kondo;T/Gungu
S/Kondo-Tshumbe;Secteur Kondo-Tshumbe;T/Lodja
S/Kulundji;Secteur Kulundji;T/Kahemba
S/Kunduyi;Secteur Kunduyi;T/Dimbelenge
S/Kwango-Kasai;Secteur Kwango-Kasai;T/Bagata
S/Kwenge;Secteur Kwenge;T/Bulungu
S/Kwilu-Kimbata;Secteur Kwilu-Kimbata;T/Bulungu
S/Kwilu-Ngongo;Secteur Kwilu-Ngongo;T/Mbanza-Ngungu
S/Kwilu-Ntober;Secteur Kwilu-Ntober;T/Bagata
S/Kyofwe;Secteur Kyofwe;T/Manono
S/La Mer;Secteur La Mer;T/Moanda
S/Lac Mukamba;Secteur Lac Mukamba;T/Kabeya-Kamwanga
S/Lac Ntomba;Secteur Lac Ntomba;T/Bikoro
S/Libenge-Centre;Secteur Libenge-Centre;T/Libenge
S/Libenge-Nord;Secteur Libenge-Nord;T/Libenge
S/Libenge-Sud;Secteur Libenge-Sud;T/Libenge
S/Lingomo;Secteur Lingomo;T/Djolu
S/Loango;Secteur Loango;T/Tshela
S/Loatshi;Secteur Loatshi;T/Luiza
S/Lobaie;Secteur Lobaie;T/Opala
S/Lobo;Secteur Lobo;T/Feshi
S/Loeka;Secteur Loeka;T/Bumba
S/Lofome;Secteur Lofome;T/Ikela
S/Lofoy;Secteur Lofoy;T/Boende
S/Loile;Secteur Loile;T/Ikela
S/Lokima;Secteur Lokima;T/Ikela
S/Lokolama;Secteur Lokolama;T/Oshwe
S/Lokombe;Secteur Lokombe;T/Isangi
S/Lokutu;Secteur Lokutu;T/Basoko
S/Lolaka;Secteur Lolaka;T/Bokungu
S/Lomako;Secteur Lomako;T/Befale
S/Lombelo;Secteur Lombelo;T/Demba
S/Lonya;Secteur Lonya;T/Katako-Kombe
S/Loombo;Secteur Loombo;T/Bokungu
S/Lovua-Longatshimo;Secteur Lovua-Longatshimo;T/Kamonia
S/Lovua-Lushiku;Secteur Lovua-Lushiku;T/Kamonia
S/Lozo;Secteur Lozo;T/Gungu
S/Lua;Secteur Lua;T/Kungu
S/Lualaba;Secteur Lualaba;T/Bukama
S/Luando;Secteur Luando;T/Bokungu
S/Luapula;Secteur Luapula;T/Kasenga
S/Luay;Secteur Luay;T/Bokungu
S/Lubao;Secteur Lubao;T/Lubao
S/Lubi (Dimbelenge);Secteur Lubi (Dimbelenge);T/Dimbelenge
S/Lubi (Lusambo);Secteur Lubi (Lusambo);T/Lusambo
S/Lubisi;Secteur Lubisi;T/Kimvula
S/Lubolo;Secteur Lubolo;T/Tshela
S/Lubudi;Secteur Lubudi;T/Dimbelenge
S/Lubuzi;Secteur Lubuzi;T/Tshela
S/Ludimbi-Lukula;Secteur Ludimbi-Lukula;T/Kabinda
S/Luebo-Kabambaie;Secteur Luebo-Kabambaie;T/Luebo
S/Luebo-Lulengele;Secteur Luebo-Lulengele;T/Luebo
S/Luebo-Wedi;Secteur Luebo-Wedi;T/Luebo
S/Luekeshi;Secteur Luekeshi;T/Kamiji
S/Luela-Luvunguyi;Secteur Luela-Luvunguyi;T/Kabalo
S/Luena;Secteur Luena;T/Dilolo
S/Lueta;Secteur Lueta;T/Luiza
S/Luete;Secteur Luete;T/Isangi
S/Lufira;Secteur Lufira;T/Kambove
S/Lufu;Secteur Lufu;T/Seke-Banza
S/Lufubu-Lomami;Secteur Lufubu-Lomami;T/Kabinda
S/Lufuna;Secteur Lufuna;T/Popokabaka
S/Lufupa;Secteur Lufupa;T/Mutshatsha
S/Luila;Secteur Luila;T/Kasangulu
S/Luilu;Secteur Luilu;T/Mutshatsha
S/Luima;Secteur Luima;T/Songololo
S/Lukamba;Secteur Lukamba;T/Gungu
S/Lukashie-Lualu;Secteur Lukashie-Lualu;T/Kabinda
S/Lukenie;Secteur Lukenie;T/Oshwe
S/Lukfungu;Secteur Lukfungu;T/Lodja
S/Lukibu;Secteur Lukibu;T/Dimbelenge
S/Lukumbe;Secteur Lukumbe;T/Katako-Kombe
S/Lukunga-Mputu;Secteur Lukunga-Mputu;T/Kasangulu
S/Lukuswa;Secteur Lukuswa;T/Kabalo
S/Lula-Lumeme;Secteur Lula-Lumeme;T/Kimvula
S/Lulenge;Secteur Lulenge;T/Fizi
S/Lulindi;Secteur Lulindi;T/Kabambare
S/Lulua-Lukoshi;Secteur Lulua-Lukoshi;T/Dilolo
S/Luniungu;Secteur Luniungu;T/Bulungu
S/Lunzadi;Secteur Lunzadi;T/Mbanza-Ngungu
S/Luo;Secteur Luo;T/Djolu
S/Lusakany;Secteur Lusakany;T/Lukolela
S/Lusanganya;Secteur Lusanganya;T/Bolomba
S/Lusanza;Secteur Lusanza;T/Luiza
S/Lusonge;Secteur Lusonge;T/Demba
S/Lutoy;Secteur Lutoy;T/Kiri
S/Lutshimba;Secteur Lutshimba;T/Lodja
S/Luvua;Secteur Luvua;T/Manono
S/Lwabo;Secteur Lwabo;T/Kutu
S/Mabinza;Secteur Mabinza;T/Aketi
S/Madimbi;Secteur Madimbi;T/Idiofa
S/Maduda;Secteur Maduda;T/Tshela
S/Malu-Malu;Secteur Malu-Malu;T/Ilebo
S/Mamba-Kasenga;Secteur Mamba-Kasenga;T/Kasongo
S/Mampoko;Secteur Mampoko;T/Bolomba
S/Mangbutu;Secteur Mangbutu;T/Watsa
S/Manzasay;Secteur Manzasay;T/Bagata
S/Mari-Minza;Secteur Mari-Minza;T/Watsa
S/Mashala;Secteur Mashala;T/Dimbelenge
S/Masi-Manimba;Secteur Masi-Manimba;T/Masi-Manimba
S/Matamba;Secteur Matamba;T/Kazumba
S/Mateko;Secteur Mateko;T/Idiofa
S/Mawanga;Secteur Mawanga;T/Kasongo-Lunda
S/Mbanga (Tshela);Secteur Mbanga (Tshela);T/Tshela
S/Mbanza-Mona;Secteur Mbanza-Mona;T/Luozi
S/Mbanza-Muembe;Secteur Mbanza-Muembe;T/Luozi
S/Mbanza-Ngoyo;Secteur Mbanza-Ngoyo;T/Luozi
S/Mbari;Secteur Mbari;T/Gemena
S/Mbavu;Secteur Mbavu;T/Seke-Banza
S/Mboie;Secteur Mboie;T/Kazumba
S/Mbushimaie;Secteur Mbushimaie;T/Luiza
S/Mfidi (Malele);Secteur Mfidi (Malele);T/Madimba
S/Mfimi;Secteur Mfimi;T/Kutu
S/Mfuma (Kibambi);Secteur Mfuma (Kibambi);T/Madimba
S/Miao;Secteur Miao;T/Kazumba
S/Mikwi;Secteur Mikwi;T/Bulungu
S/Mituku-Bamoya;Secteur Mituku-Bamoya;T/Ubundu
S/Mituku-Basikate;Secteur Mituku-Basikate;T/Ubundu
S/Mobango-Itimbiri;Secteur Mobango-Itimbiri;T/Basoko
S/Mobayi-Mbongo;Secteur Mobayi-Mbongo;T/Mobayi-Mbongo
S/Moeko;Secteur Moeko;T/Mankanza
S/Moero;Secteur Moero;T/Pweto
S/Mokamo;Secteur Mokamo;T/Masi-Manimba
S/Molua;Secteur Molua;T/Bumba
S/Mondja-Ngandu;Secteur Mondja-Ngandu;T/Lubefu
S/Mongala-Motima;Secteur Mongala-Motima;T/Budjala
S/Mongala-Motima (Lisala);Secteur Mongala-Motima (Lisala);T/Lisala
S/Mongama;Secteur Mongama;T/Yumbi
S/Mongo-Luala;Secteur Mongo-Luala;T/Luozi
S/Monkoto;Secteur Monkoto;T/Monkoto
S/Mosamba;Secteur Mosamba;T/Kenge
S/Mosango;Secteur Mosango;T/Masi-Manimba
S/Movo-Nkatshia;Secteur Movo-Nkatshia;T/Miabi
S/Mozamboli;Secteur Mozamboli;T/Bumba
S/Mpama;Secteur Mpama;T/Lukolela
S/Mpania-Mutombo;Secteur Mpania-Mutombo;T/Lusambo
S/Mpemba;Secteur Mpemba;T/Kabeya-Kamwanga
S/Muanza-Ngoma;Secteur Muanza-Ngoma;T/Demba
S/Mudiba;Secteur Mudiba;T/Lupatapata
S/Mudikalunga;Secteur Mudikalunga;T/Gungu
S/Mukoso;Secteur Mukoso;T/Feshi
S/Mukuleshi;Secteur Mukuleshi;T/Mutshatsha
S/Mukumbi;Secteur Mukumbi;T/Lupatapata
S/Mulenda;Secteur Mulenda;T/Lupatapata
S/Mungindu;Secteur Mungindu;T/Gungu
S/Munono;Secteur Munono;T/Kongolo
S/Musanga-Idiofa;Secteur Musanga-Idiofa;T/Idiofa
S/Muswaswa;Secteur Muswaswa;T/Kazumba
S/Mutambala;Secteur Mutambala;T/Fizi
S/Mutanda;Secteur Mutanda;T/Dilolo
S/Mutefu;Secteur Mutefu;T/Kazumba
S/Mutuayi;Secteur Mutuayi;T/Katanda
S/Mwanda;Secteur Mwanda;T/Kungu
S/Mwanza;Secteur Mwanza;T/Malemba-Nkulu
S/Nambelu-Luhembe;Secteur Nambelu-Luhembe;T/Lodja
S/Ndjoko-Punda;Secteur Ndjoko-Punda;T/Luebo
S/Ndjovu;Secteur Ndjovu;T/Lubefu
S/Ndobo;Secteur Ndobo;T/Mankanza
S/Ndo-Kebo;Secteur Ndo-Kebo;T/Aru
S/Ndolo-Liboko;Secteur Ndolo-Liboko;T/Budjala
S/Ndomba;Secteur Ndomba;T/Kabeya-Kamwanga
S/Ngandajika;Secteur Ngandajika;T/Ngandajika
S/Nganda-Tsundi;Secteur Nganda-Tsundi;T/Tshela
S/Ngandja;Secteur Ngandja;T/Fizi
S/Ngandu de Katako-Kombe;Secteur Ngandu de Katako-Kombe;T/Katako-Kombe
S/Ngandu-Wuma;Secteur Ngandu-Wuma;T/Lubefu
S/Ngbongi;Secteur Ngbongi;T/Aketi
S/Ngeba;Secteur Ngeba;T/Madimba
S/Ngiri;Secteur Ngiri;T/Bomongo
S/Ngombe-Doko (Budjala);Secteur Ngombe-Doko (Budjala);T/Budjala
S/Ngombe-Doko (Lisala);Secteur Ngombe-Doko (Lisala);T/Lisala
S/Ngombe-Mombangi;Secteur Ngombe-Mombangi;T/Lisala
S/Ngudi;Secteur Ngudi;T/Gungu
S/Ngufu;Secteur Ngufu;T/Madimba
S/Nguya;Secteur Nguya;T/Gemena
S/Niadi-Nkara;Secteur Niadi-Nkara;T/Bulungu
S/Nko;Secteur Nko;T/Bulungu
S/Nongo;Secteur Nongo;T/Monkoto
S/Nord-Baluba;Secteur Nord-Baluba;T/Kabongo
S/Nord-Lukuga;Secteur Nord-Lukuga;T/Nyunzu
S/Nsangu;Secteur Nsangu;T/Katanda
S/Ntimansi;Secteur Ntimansi;T/Mbanza-Ngungu
S/Nyemba;Secteur Nyemba;T/Manono
S/Nzobe-Luzi;Secteur Nzobe-Luzi;T/Tshela
S/Obokote;Secteur Obokote;T/Lubutu
S/Ohindo;Secteur Ohindo;T/Kole
S/Okutu;Secteur Okutu;T/Lomela
S/Olemba;Secteur Olemba;T/Lodja
S/Otto-Banza;Secteur Otto-Banza;T/Mobayi-Mbongo
S/Palabala;Secteur Palabala;T/Songololo
S/Panzi;Secteur Panzi;T/Kasongo-Lunda
S/Patu;Secteur Patu;T/Lukula
S/Pay-Kongila;Secteur Pay-Kongila;T/Masi-Manimba
S/Pendjua;Secteur Pendjua;T/Kiri
S/Popokabaka;Secteur Popokabaka;T/Popokabaka
S/Popoy;Secteur Popoy;T/Banalia
S/Ruwenzori;Secteur Ruwenzori;T/Beni
S/Salamabila;Secteur Salamabila;T/Kabambare
S/Sankuru;Secteur Sankuru;T/Lusambo
S/Sedzo;Secteur Sedzo;T/Idiofa
S/Songo;Secteur Songo;T/Kungu
S/Sources du Congo;Secteur Sources du Congo;T/Kambove
S/Sud-Banga;Secteur Sud-Banga;T/Ilebo
S/Sud-Lukuga;Secteur Sud-Lukuga;T/Nyunzu
S/Sumbi;Secteur Sumbi;T/Seke-Banza
S/Sungu;Secteur Sungu;T/Masi-Manimba
S/Swa-Tenda;Secteur Swa-Tenda;T/Kasongo-Lunda
S/Tanganyika;Secteur Tanganyika;T/Fizi
S/Tooli;Secteur Tooli;T/Opala
S/Tsanga-Sud;Secteur Tsanga-Sud;T/Lukula
S/Tshibote;Secteur Tshibote;T/Demba
S/Tshibungu;Secteur Tshibungu;T/Demba
S/Tshijiba;Secteur Tshijiba;T/Miabi
S/Tshikapa;Secteur Tshikapa;T/Kamonia
S/Tshilundu;Secteur Tshilundu;T/Miabi
S/Tshishilu;Secteur Tshishilu;T/Dibaya
S/Tshitadi;Secteur Tshitadi;T/Kazumba
S/Tshiyamba;Secteur Tshiyamba;T/Ngandajika
S/Tshofa;Secteur Tshofa;T/Lubao
S/Tshuapa;Secteur Tshuapa;T/Ikela
S/Tsundi-Sud;Secteur Tsundi-Sud;T/Lukula
S/Tumbenga;Secteur Tumbenga;T/Ikela
S/Turumbu (Basoko);Secteur Turumbu (Basoko);T/Basoko
S/Turumbu (Isangi);Secteur Turumbu (Isangi);T/Isangi
S/Ukulungu;Secteur Ukulungu;T/Katako-Kombe
S/Ulindi;Secteur Ulindi;T/Punia
S/Vunayi;Secteur Vunayi;T/Kabinda
S/Vunge;Secteur Vunge;T/Lodja
S/Wakabango II;Secteur Wakabango II;T/Pangi
S/Waka-Bokeka;Secteur Waka-Bokeka;T/Basankusu
S/Walendu-Djatsi;Secteur Walendu-Djatsi;T/Djugu
S/Walendu-Pitsi;Secteur Walendu-Pitsi;T/Djugu
S/Walendu-Tatsi;Secteur Walendu-Tatsi;T/Djugu
S/Walengola-Babira;Secteur Walengola-Babira;T/Ubundu
S/Walengola-Baleka;Secteur Walengola-Baleka;T/Ubundu
S/Walengola-Lilo;Secteur Walengola-Lilo;T/Ubundu
S/Walengola-Lowa;Secteur Walengola-Lowa;T/Ubundu
S/Wamaza;Secteur Wamaza;T/Kabambare
S/Wamba-Fatundu;Secteur Wamba-Fatundu;T/Bagata
S/Wanianga;Secteur Wanianga;T/Walikale
S/Wapinda;Secteur Wapinda;T/Yakoma
S/Wasongola;Secteur Wasongola;T/Kailo
S/Watambulu;Secteur Watambulu;T/Lodja
S/Watambulu-Nord;Secteur Watambulu-Nord;T/Katako-Kombe
S/Watambulu-Sud;Secteur Watambulu-Sud;T/Katako-Kombe
S/Wazimba-Wa-Maringa;Secteur Wazimba-Wa-Maringa;T/Kasongo
S/Wazimba-Wa-Mulu;Secteur Wazimba-Wa-Mulu;T/Kasongo
S/Wini;Secteur Wini;T/Boende
S/Wombo;Secteur Wombo;T/Songololo
S/Yakoma;Secteur Yakoma;T/Yakoma
S/Yala;Secteur Yala;T/Djolu
S/Yalikandja-Yanonge;Secteur Yalikandja-Yanonge;T/Isangi
S/Yandongi;Secteur Yandongi;T/Bumba
S/Yaokondja;Secteur Yaokondja;T/Isangi
S/Yasa-Lokwa;Secteur Yasa-Lokwa;T/Idiofa
S/Yawembe-Basoa;Secteur Yawembe-Basoa;T/Isangi
S/Yawende-Lolo;Secteur Yawende-Lolo;T/Opala
S/Yoko;Secteur Yoko;T/Aketi
S/Yonso;Secteur Yonso;T/Popokabaka
