T/Aketi;Territoire d'Aketi;P/Bas-Uele
T/Ango;Territoire d'Ango;P/Bas-Uele
T/Aru;Territoire d'Aru;P/Ituri
T/Bafwasende;Territoire de Bafwasende;P/Tshopo
T/Bagata;Territoire de Bagata;P/Kwilu
T/Bambesa;Territoire de Bambesa;P/Bas-Uele
T/Banalia;Territoire de Banalia;P/Tshopo
T/Basankusu;Territoire de Basankusu;P/Equateur
T/Basoko;Territoire de Basoko;P/Tshopo
T/Befale;Territoire de Befale;P/Tshuapa
T/Beni;Territoire de Beni;P/Nord-Kivu
T/Bikoro;Territoire de Bikoro;P/Equateur
T/Boende;Territoire de Boende;P/Tshuapa
T/Bokungu;Territoire de Bokungu;P/Tshuapa
T/Bolobo;Territoire de Bolobo;P/Mai-Ndombe
T/Bolomba;Territoire de Bolomba;P/Equateur
T/Bomongo;Territoire de Bomongo;P/Equateur
T/Bondo;Territoire de Bondo;P/Bas-Uele
T/Bongandanga;Territoire de Bongandanga;P/Mongala
T/Bosobolo;Territoire de Bosobolo;P/Nord-Ubangi
T/Budjala;Territoire de Budjala;P/Sud-Ubangi
T/Bukama;Territoire de Bukama;P/Haut-Lomami
T/Bulungu;Territoire de Bulungu;P/Kwilu
T/Bumba;Territoire de Bumba;P/Mongala
T/Businga;Territoire de Businga;P/Nord-Ubangi
T/Buta;Territoire de Buta;P/Bas-Uele
T/Dekese;Territoire de Dekese;"P/Kasai "
T/Demba;Territoire de Demba;P/Kasai Central
T/Dibaya;Territoire de Dibaya;P/Kasai Central
T/Dilolo;Territoire de Dilolo;P/Lualaba
T/Dimbelenge;Territoire de Dimbelenge;P/Kasai Central
T/Djolu;Territoire de Djolu;P/Tshuapa
T/Djugu;Territoire de Djugu;P/Ituri
T/Dungu;Territoire de Dungu;P/Haut-Uele
T/Faradje;Territoire de Faradje;P/Haut-Uele
T/Feshi;Territoire de Feshi;P/Kwango
T/Fizi;Territoire de Fizi;P/Sud-Kivu
T/Gemena;Territoire de Gemena;P/Sud-Ubangi
T/Gungu;Territoire de Gungu;P/Kwilu
T/Idiofa;Territoire d'Idiofa;P/Kwilu
T/Idjwi;Territoire d'Idjwi;P/Sud-Kivu
T/Ikela;Territoire d'Ikela;P/Tshuapa
T/Ilebo;Territoire d'Ilebo;"P/Kasai "
T/Ingende;Territoire d'Ingende;P/Equateur
T/Inongo;Territoire d'Inongo;P/Mai-Ndombe
T/Irumu;Territoire d'Irumu;P/Ituri
T/Isangi;Territoire d'Isangi;P/Tshopo
T/Kabalo;Territoire de Kabalo;P/Tanganyika
T/Kabambare;Territoire de Kabambare;P/Maniema
T/Kabare;Territoire de Kabare;P/Sud-Kivu
T/Kabeya-Kamwanga;Territoire de Kabeya-Kamwanga;P/Kasai Oriental
T/Kabinda;Territoire de Kabinda;P/Lomami
T/Kabongo;Territoire de Kabongo;P/Haut-Lomami
T/Kahemba;Territoire de Kahemba;P/Kwango
T/Kailo;Territoire de Kailo;P/Maniema
T/Kalehe;Territoire de Kalehe;P/Sud-Kivu
T/Kalemie;Territoire de Kalemie;P/Tanganyika
T/Kambove;Territoire de Kambove;P/Haut-Katanga
T/Kamiji;Territoire de Kamiji;P/Lomami
T/Kamina;Territoire de Kamina;P/Haut-Lomami
T/Kamonia;Territoire de Kamonia;"P/Kasai "
T/Kaniama;Territoire de Kaniama;P/Haut-Lomami
T/Kapanga;Kapanga;P/Lualaba
T/Kasangulu;Territoire de Kasangulu;P/Kongo-Central
T/Kasenga;Territoire de Kasenga;P/Haut-Katanga
T/Kasongo;Territoire de Kasongo;P/Maniema
T/Kasongo-Lunda;Territoire de Kasongo-Lunda;P/Kwango
T/Katako-Kombe;Territoire de Katako-Kombe;P/Sankuru
T/Katanda;Territoire de Katanda;P/Kasai Oriental
T/Kazumba;Territoire de Kazumba;P/Kasai Central
T/Kenge;Territoire de Kenge;P/Kwango
T/Kibombo;Territoire de Kibombo;P/Maniema
T/Kimvula;Territoire de Kimvula;P/Kongo-Central
T/Kipushi;Territoire de Kipushi;P/Haut-Katanga
T/Kiri;Territoire de Kiri;P/Mai-Ndombe
T/Kole;Territoire de Kole;P/Sankuru
T/Kongolo;Territoire de Kongolo;P/Tanganyika
T/Kungu;Territoire de Kungu;P/Sud-Ubangi
T/Kutu;Territoire de Kutu;P/Mai-Ndombe
T/Kwamouth;Territoire de Kwamouth;P/Mai-Ndombe
T/Libenge;Territoire de Libenge;P/Sud-Ubangi
T/Lisala;Territoire de Lisala;P/Mongala
T/Lodja;Territoire de Lodja;P/Sankuru
T/Lomela;Territoire de Lomela;P/Sankuru
T/Lubao;Territoire de Lubao;P/Lomami
T/Lubefu;Territoire de Lubefu;P/Sankuru
T/Lubero;Territoire de Lubero;P/Nord-Kivu
T/Lubudi;Territoire de Lubudi;P/Lualaba
T/Lubutu;Territoire de Lubutu;P/Maniema
T/Luebo;Territoire de Luebo;"P/Kasai "
T/Luilu;Territoire de Luilu;P/Lomami
T/Luiza;Territoire de Luiza;P/Kasai Central
T/Lukolela;Territoire de Lukolela;P/Equateur
T/Lukula;Territoire de Lukula;P/Kongo-Central
T/Luozi;Territoire de Luozi;P/Kongo-Central
T/Lupatapata;Territoire de Lupatapata;P/Kasai Oriental
T/Lusambo;Territoire de Lusambo;P/Sankuru
T/Madimba;Territoire de Madimba;P/Kongo-Central
T/Mahagi;Territoire de Mahagi;P/Ituri
T/Malemba-Nkulu;Territoire de Malemba-Nkulu;P/Haut-Lomami
T/Mambasa;Territoire de Mambasa;P/Ituri
T/Mankanza;Territoire de Mankanza;P/Equateur
T/Manono;Territoire de Manono;P/Tanganyika
T/Masi-Manimba;Territoire de Masi-Manimba;P/Kwilu
T/Masisi;Territoire de Masisi;P/Nord-Kivu
T/Mbanza-Ngungu;Territoire de Mbanza-Ngungu;P/Kongo-Central
T/Miabi;Territoire de Miabi;P/Kasai Oriental
T/Mitwaba;Territoire de Mitwaba;P/Haut-Katanga
T/Moanda;Territoire de Moanda;P/Kongo-Central
T/Moba;Territoire de Moba;P/Tanganyika
T/Mobayi-Mbongo;Territoire de Mobayi-Mbongo;P/Nord-Ubangi
T/Monkoto;Territoire de Monkoto;P/Tshuapa
T/Mushie;Territoire de Mushie;P/Mai-Ndombe
T/Mutshatsha;Territoire de Mutshatsha;P/Lualaba
T/Mweka;Territoire de Mweka;"P/Kasai "
T/Mwenga;Territoire de Mwenga;P/Sud-Kivu
T/Ngandajika;Territoire de Ngandajika;P/Lomami
T/Niangara;Territoire de Niangara;P/Haut-Uele
T/Nyiragongo;Territoire de Nyiragongo;P/Nord-Kivu
T/Nyunzu;Territoire de Nyunzu;P/Tanganyika
T/Opala;Territoire d'Opala;P/Tshopo
T/Oshwe;Territoire d'Oshwe;P/Mai-Ndombe
T/Pangi;Territoire de Pangi;P/Maniema
T/Poko;Territoire de Poko;P/Bas-Uele
T/Popokabaka;Territoire de Popokabaka;P/Kwango
T/Punia;Territoire de Punia;P/Maniema
T/Pweto;Territoire de Pweto;P/Haut-Katanga
T/Rungu;Territoire de Rungu;P/Haut-Uele
T/Rutshuru;Territoire de Rutshuru;P/Nord-Kivu
T/Sakania;Territoire de Sakania;P/Haut-Katanga
T/Sandoa;Territoire de Sandoa;P/Lualaba
T/Seke-Banza;Territoire de Seke-Banza;P/Kongo-Central
T/Shabunda;Territoire de Shabunda;P/Sud-Kivu
T/Songololo;Territoire de Songololo;P/Kongo-Central
T/Tshela;Territoire de Tshela;P/Kongo-Central
T/Tshilenge;Territoire de Tshilenge;P/Kasai Oriental
T/Ubundu;Territoire d'Ubundu;P/Tshopo
T/Uvira;Territoire d'Uvira;P/Sud-Kivu
T/Walikale;Territoire de Walikale;P/Nord-Kivu
T/Walungu;Territoire de Walungu;P/Sud-Kivu
T/Wamba;Territoire de Wamba;P/Haut-Uele
T/Watsa;Territoire de Watsa;P/Haut-Uele
T/Yahuma;Territoire d'Yahuma;P/Tshopo
T/Yakoma;Territoire d'Yakoma;P/Nord-Ubangi
T/Yumbi;Territoire d'Yumbi;P/Mai-Ndombe
V/Aba;Aba;P/Haut-Uele
V/Aketi;Aketi;P/Bas-Uele
V/Ariwara;Ariwara;P/Ituri
V/Aru;Aru;P/Ituri
V/Bandundu;Bandundu;P/Kwilu
V/Bangu;Bangu;P/Kongo-Central
V/Baraka;Baraka;P/Sud-Kivu
V/Basankusu;Basankusu;P/Equateur
V/Basoko;Basoko;P/Tshopo
V/Beni;Beni;P/Nord-Kivu
V/Boende;Boende;P/Tshuapa
V/Bolobo;Bolobo;P/Mai-Ndombe
V/Boma;Boma;P/Kongo-Central
V/Bondo;Bondo;P/Bas-Uele
V/Bukavu;Bukavu;P/Sud-Kivu
V/Bulungu;Bulungu;P/Kwilu
V/Bumba;Bumba;P/Mongala
V/Bunia;Bunia;P/Ituri
V/Buta;Buta;P/Bas-Uele
V/Butembo;Butembo;P/Nord-Kivu
V/Dibaya Lubwe;Dibaya Lubwe;P/Kwilu
V/Dingila;Dingila;P/Bas-Uele
V/Dungu;Dungu;P/Haut-Uele
V/Gbadolite;Gbadolite;P/Nord-Ubangi
V/Gemena;Gemena;P/Sud-Ubangi
V/Goma;Goma;P/Nord-Kivu
V/Gungu;Gungu;P/Kwilu
V/Idiofa;Idiofa;P/Kwilu
V/Ilebo;Ilebo;"P/Kasai "
V/Ingbokolo;Ingbokolo;P/Ituri
V/Inkisi;Inkisi;P/Kongo-Central
V/Inongo;Inongo;P/Mai-Ndombe
V/Isangi;Isangi;P/Tshopo
V/Isiro;Isiro;P/Haut-Uele
V/Kabinda;Kabinda;P/Lomami
V/Kahemba;Kahemba;P/Kwango
V/Kalemie;Kalemie;P/Tanganyika
V/Kalima;Kalima;P/Maniema
V/Kamina;Kamina;P/Haut-Lomami
V/Kamituga;Kamituga;P/Sud-Kivu
V/Kananga;Kananga;P/Kasai Central
V/Kaoze;Kaoze;P/Tanganyika
V/Kasaji;Kasaji;P/Lualaba
V/Kasangulu;Kasangulu;P/Kongo-Central
V/Kasongo;Kasongo;P/Maniema
V/Kasongo-Lunda;Kasongo-Lunda;P/Kwango
V/Kenge;Kenge;P/Kwango
V/Kikwit;Kikwit;P/Kwilu
V/Kindu;Kindu;P/Maniema
V/Kinshasa;Kinshasa;P/Kinshasa
V/Kipushi;Kipushi;P/Haut-Katanga
V/Kisangani;Kisangani;P/Tshopo
V/Kolwezi;Kolwezi;P/Lualaba
V/Kongolo;Kongolo;P/Tanganyika
V/Likasi;Likasi;P/Haut-Katanga
V/Lisala;Lisala;P/Mongala
V/Lodja;Lodja;P/Sankuru
V/Lubao;Lubao;P/Lomami
V/Lubumbashi;Lubumbashi;P/Haut-Katanga
V/Lubutu;Lubutu;P/Maniema
V/Luebo;Luebo;"P/Kasai "
V/Luholu;Luholu;P/Nord-Kivu
V/Lukala;Lukala;P/Kongo-Central
V/Lukalaba;Lukalaba;P/Lomami
V/Lumumba;Lumumba;P/Sankuru
V/Lusambo;Lusambo;P/Sankuru
V/Mahagi;Mahagi;P/Ituri
V/Mangai;Mangai;P/Kwilu
V/Masi-Manimba;Masi-Manimba;P/Kwilu
V/Matadi;Matadi;P/Kongo-Central
V/Mbandaka;Mbandaka;P/Equateur
V/Mbaza-Ngungu;Mbaza-Ngungu;P/Kongo-Central
V/Mbuji-Mayi;Mbuji-Mayi;P/Kasai Oriental
V/Mbuy-A-Tshow;Mbuy-A-Tshow;P/Lomami
V/Miabi;Miabi;P/Kasai Oriental
V/Moanda;Moanda;P/Kongo-Central
V/Mobayi-Mbongo;Mobayi-Mbongo;P/Nord-Ubangi
V/Mongwalu;Mongwalu;P/Ituri
V/Mwene-Ditu;Mwene-Ditu;P/Lomami
V/Namoya;Namoya;P/Maniema
V/Ngandajika;Ngandajika;P/Lomami
V/Nioki;Nioki;P/Mai-Ndombe
V/Oicha;Oicha;P/Nord-Kivu
V/Punia;Punia;P/Maniema
V/Rutshuru;Rutshuru;P/Nord-Kivu
V/Shabunda;Shabunda;P/Sud-Kivu
V/Tshela;Tshela;P/Kongo-Central
V/Tshikapa;Tshikapa;"P/Kasai "
V/Tshilenge;Tshilenge;P/Kasai Oriental
V/Tshimbulu;Tshimbulu;P/Kasai Central
V/Tshumbe;Tshumbe;P/Sankuru
V/Uvira;Uvira;P/Sud-Kivu
V/Wamba;Wamba;P/Haut-Uele
V/Watsa;Watsa;P/Haut-Uele
V/Yangambi;Yangambi;P/Tshopo
V/Zongo;Zongo;P/Sud-Ubangi
